keyword,point,surface,type,rank_group,rank_absolute,title,domain,url,cid,rating_value,rating_votes,is_lmhg
family therapy Louisville KY,downtown,maps,maps_search,7,7,UofL Physicians – Kleinert Kutz Hand Care,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-kleinert-kutz-hand-care-3/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93KleinertKutzHandCare,6416679941374113025,4.8,217,0
family therapy Louisville KY,downtown,maps,maps_search,8,8,Frazier Rehab Institute,frazierrehab.org,https://www.frazierrehab.org/,5214708058866578336,3.9,7,0
family therapy Louisville KY,downtown,maps,maps_search,9,9,UofL Health – Jewish Hospital,uoflhealth.org,https://uoflhealth.org/locations/jewish-hospital/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93JewishHospital,9805744440036822217,3.2,560,0
family therapy Louisville KY,downtown,maps,maps_search,10,10,UofL Trager Institute/Republic Bank Foundation Optimal Aging Clinic,centers.louisville.edu,https://centers.louisville.edu/aging/,14897822587307960521,4.1,15,0
family therapy Louisville KY,downtown,maps,maps_search,11,11,UofL Physicians – Orthopedics,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-orthopedics/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93Orthopedics,7525719101003985869,4.9,271,0
family therapy Louisville KY,downtown,maps,maps_search,12,12,Kindred Hospital Louisville at Jewish Hospital,kindredhospitals.com,https://www.kindredhospitals.com/locations/kentucky/louisville-at-jewish-hospital,14830547744719973422,4.1,47,0
family therapy Louisville KY,downtown,maps,maps_search,13,13,KentuckyOne Health - Jewish Hospital Hand Care Center,weence.com,https://weence.com/medical/doctors/louisville/kentuckyone-health-jewish-hospital-hand-care-center/,11949708500402021101,3.7,3,0
family therapy Louisville KY,downtown,maps,maps_search,14,14,"Decamillis & Mattingly, PLLC",decamillismattingly.com,https://www.decamillismattingly.com/?utm_source=Google%20My%20Business&utm_medium=Organic&utm_campaign=Google%20My%20Business,9270649177971855500,4.8,96,0
family therapy Louisville KY,downtown,maps,maps_search,15,15,"Dr Mark Chariker, Md",drchariker.com,http://www.drchariker.com/,13259440497449574614,4.5,47,0
family therapy Louisville KY,downtown,maps,maps_search,16,16,Beards and Beers Downtown Louisville,beardsandbeers.com,http://www.beardsandbeers.com/,6543526679484788990,4.6,453,0
family therapy Louisville KY,downtown,maps,maps_search,17,17,"Edward Tillett, MD",uoflhealth.org,https://uoflhealth.org/provider/edward-tillett/?utm_source=GMBSocialClimb&utm_medium=EdwardTillett%2CMD,328799674179052202,5,36,0
family therapy Louisville KY,downtown,maps,maps_search,18,18,Oasis Mobile Hydration,oasismobilehydration.com,https://www.oasismobilehydration.com/,4955896881608969492,5,25,0
family therapy Louisville KY,downtown,maps,maps_search,19,19,"James Baker, MD",uoflhealth.org,https://uoflhealth.org/provider/james-f-baker/?utm_source=GMBSocialClimb&utm_medium=JamesBaker%2CMD,14478209845810131035,4.9,51,0
family therapy Louisville KY,downtown,maps,maps_search,20,20,CVS Pharmacy,cvs.com,https://www.cvs.com/store-locator/louisville-ky-pharmacies/340-w-muhammad-ali-blvd-at-fourth-street-live-louisville-ky-40202/storeid=6210?WT.mc_id=LS_GOOGLE_RX_6210,18102008929177171553,3.9,85,0
case management Louisville KY,unknown,maps,local_pack,1,1,Codes & Regulations,louisvilleky.gov,http://louisvilleky.gov/,12976089744363728255,3.1,16,0
therapist Louisville KY,unknown,maps,local_pack,1,1,Louisville Counseling Associates,,,17820421987806657233,5,1,0
therapist Louisville KY,unknown,maps,local_pack,2,2,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
therapist Louisville KY,unknown,maps,local_pack,3,3,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
therapist Louisville KY,unknown,maps,local_pack,4,4,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
therapist Louisville KY,unknown,maps,local_pack,5,5,Bardstown Road Physical Therapy Group,physicaltherapygroupinc.com,http://www.physicaltherapygroupinc.com/,17942862270547205962,4.9,81,0
therapist Louisville KY,unknown,maps,local_pack,6,6,Lisa Mcnear,louisvillecounseling.weebly.com,https://louisvillecounseling.weebly.com/,6417530531138522431,,,0
therapist Louisville KY,unknown,maps,local_pack,7,7,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
therapist Louisville KY,unknown,maps,local_pack,8,8,Susan Diemer,,,15695289135338672993,,,0
therapist Louisville KY,unknown,maps,local_pack,9,9,Baker Sarah L,,,16997915222329197176,,,0
therapist Louisville KY,unknown,maps,local_pack,10,10,"Thomas L. Haffner, LMFT, LLC",haffnertherapy.com,http://www.haffnertherapy.com/,17924884313301513905,,,0
therapist Louisville KY,unknown,maps,local_pack,11,11,"Kathryn M. Miller, LMFT",,,11086272437727374659,,,0
family therapy Louisville KY,jeffersontown,maps,maps_search,1,1,Havenpoint Counseling,havenpointcounseling.com,https://www.havenpointcounseling.com/,2722398005986571156,5,6,0
family therapy Louisville KY,jeffersontown,maps,maps_search,2,2,Jeffersontown Chiropractic,jeffersontownchiropractic.com,http://jeffersontownchiropractic.com/,17328808876931394541,5,84,0
therapy Louisville KY,office,maps,maps_search,1,1,Louisville Counseling Associates,,,17820421987806657233,5,1,0
therapy Louisville KY,office,maps,maps_search,2,2,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
therapy Louisville KY,office,maps,maps_search,3,3,Bardstown Road Physical Therapy Group,physicaltherapygroupinc.com,http://www.physicaltherapygroupinc.com/,17942862270547205962,4.9,81,0
therapy Louisville KY,office,maps,maps_search,4,4,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
therapy Louisville KY,office,maps,maps_search,5,5,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
therapy Louisville KY,office,maps,maps_search,6,6,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
therapy Louisville KY,office,maps,maps_search,7,7,Baker Sarah L,,,16997915222329197176,,,0
therapy Louisville KY,office,maps,maps_search,8,8,Susan Diemer,,,15695289135338672993,,,0
therapy Louisville KY,office,maps,maps_search,9,9,Lisa Mcnear,louisvillecounseling.weebly.com,https://louisvillecounseling.weebly.com/,6417530531138522431,,,0
therapy Louisville KY,office,maps,maps_search,10,10,"Thomas L. Haffner, LMFT, LLC",haffnertherapy.com,http://www.haffnertherapy.com/,17924884313301513905,,,0
therapist Louisville KY,jeffersontown,maps,maps_paid_item,1,1,Olive Branch Family Counseling,,,,4.9,9,0
therapist Louisville KY,jeffersontown,maps,maps_search,1,2,Havenpoint Counseling,havenpointcounseling.com,https://www.havenpointcounseling.com/,2722398005986571156,5,6,0
therapist Louisville KY,jeffersontown,maps,maps_search,2,3,Tranquil Gardens Massage,,,8580388472756350793,4.4,24,0
therapist Louisville KY,jeffersontown,maps,maps_search,3,4,Baptist Health Physical Therapy - Jeffersontown,baptisthealth.com,https://www.baptisthealth.com/locations/physical-therapy-jeffersontown?utm_source=google&utm_medium=organic&utm_content=gbp-website&utm_campaign=033-loc-gbp-listing,7002421356813445603,5,1,0
therapist Louisville KY,jeffersontown,maps,maps_search,4,5,"Mark Robinson, PT",baptisteast.com,http://www.baptisteast.com/baptistjeffersontown,18008889064522342425,,,0
family therapy Louisville KY,st,maps,maps_search,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
family therapy Louisville KY,st,maps,maps_search,2,2,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,12344539005794056131,5,2,0
family therapy Louisville KY,st,maps,maps_search,3,3,Northstar Counseling Center,northstarcounselingcenter.com,http://northstarcounselingcenter.com/,8715087175106616123,4.7,12,0
family therapy Louisville KY,st,maps,maps_search,4,4,Mindive Louisville,mindivetherapy.com,https://mindivetherapy.com/,14864696548445856057,5,6,0
family therapy Louisville KY,st,maps,maps_search,5,5,Hollie Colwick Counseling,holliecolwickcounseling.com,http://www.holliecolwickcounseling.com/,14049404355145351635,5,4,0
family therapy Louisville KY,st,maps,maps_search,6,6,"Chris Davis, MSSW, LMFT",mindivetherapy.com,http://mindivetherapy.com/,17205182146927484071,5,3,0
family therapy Louisville KY,st,maps,maps_search,7,7,"Turning Leaf Counseling/ Rachel Murrell, LCSW",louisville-therapy.com,http://www.louisville-therapy.com/,6123479053591101813,4.5,8,0
family therapy Louisville KY,st,maps,maps_search,8,8,"Nicola E Foreman, LCSW",foremancounseling.com,http://www.foremancounseling.com/,13041276627030282739,5,1,0
family therapy Louisville KY,st,maps,maps_search,9,9,"Rebecca Bazzle, MSSW, CSW, Marriage & Family Therapy Associate",,,13418660271959269668,1,1,0
family therapy Louisville KY,st,maps,maps_search,10,10,"Renew Counseling, LLC",renewcounselingservices.org,https://renewcounselingservices.org/,17982171571561174484,4.4,13,0
family therapy Louisville KY,st,maps,maps_search,11,11,Dru Kemp PhD LCSW,,,10447411280742882770,4,2,0
family therapy Louisville KY,st,maps,maps_search,12,12,Kate LaJoie Psychological Services,psychologytoday.com,https://www.psychologytoday.com/us/therapists/kate-r-lajoie-louisville-ky/925848,9972492604015228462,4.4,7,0
family therapy Louisville KY,st,maps,maps_search,13,13,Compassionate Connections,compassionateconnects.com,http://compassionateconnects.com/,11146122747474349806,4.4,7,0
family therapy Louisville KY,st,maps,maps_search,14,14,"Alice Walker, LPCC, Inc.",psychologytoday.com,https://www.psychologytoday.com/us/therapists/alice-elizabeth-walker-louisville-ky/252958?sid=5fce5c861b796&name=alice+walker&ref=1&tr=ResultsProfileBtn,10997479977301312204,,,0
family therapy Louisville KY,st,maps,maps_search,15,15,Louisville Expressive Therapies,louisvilleexpressivetherapies.com,http://louisvilleexpressivetherapies.com/,8014489888291011624,5,3,0
family therapy Louisville KY,st,maps,maps_search,16,16,Ellis & Badenhausen Physical Therapy St. Matthews,eandbortho.com,https://eandbortho.com/physical-therapy/?utm_source=GBP&utm_medium=PT_StMatthewsOffice,13946504399831691042,5,173,0
family therapy Louisville KY,st,maps,maps_search,17,17,Mbodi - Mindful Bodywork & Massage,mbodilouisville.com,http://mbodilouisville.com/,9475838673788530051,5,95,0
family therapy Louisville KY,st,maps,maps_search,18,18,"Courtney Campbell, PT, DPT",eandbortho.com,"https://www.eandbortho.com/physical-therapists.html?utm_source=GMBSocialClimb&utm_medium=CourtneyCampbell,PT,DPT",3835188483184588169,5,37,0
family therapy Louisville KY,st,maps,maps_search,19,19,RevitaLife MD,revitalifemd.com,https://www.revitalifemd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,15644064227047442882,4.9,432,0
family therapy Louisville KY,st,maps,maps_search,20,20,Freedom Whole Health,freedomwholehealth.com,http://www.freedomwholehealth.com/,16276344409229207240,5,10,0
child therapy Louisville KY,unknown,maps,local_pack,1,1,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
child therapy Louisville KY,unknown,maps,local_pack,2,2,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
child therapy Louisville KY,unknown,maps,local_pack,3,3,Louisville Counseling Associates,,,17820421987806657233,5,1,0
therapy Louisville KY,downtown,maps,maps_search,1,1,"Improved Dynamics ABA - Louisville, KY",improveddynamicsaba.com,https://improveddynamicsaba.com/,5099960698760385780,5,8,0
therapy Louisville KY,downtown,maps,maps_search,2,2,Downtown Counseling Associates,,,4752649149072517388,,,0
therapy Louisville KY,downtown,maps,maps_search,3,3,Pax Recovery Center,paxrecoverycenter.org,https://www.paxrecoverycenter.org/,17058234278314520731,4.8,48,0
therapy Louisville KY,downtown,maps,maps_search,4,4,Woodhouse Spa - Downtown Louisville,louisville.woodhousespas.com,https://louisville.woodhousespas.com/?utm_source=google&utm_medium=yext,14689094529386319596,4.9,306,0
therapy Louisville KY,downtown,maps,maps_search,5,5,UofL Health – Frazier Rehabilitation Institute,uoflhealth.org,https://uoflhealth.org/locations/frazier-rehabilitation-institute/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93FrazierRehabilitationInstitute,2791559800093347928,3.6,97,0
therapy Louisville KY,downtown,maps,maps_search,6,6,UofL Physicians – Physical Medicine & Rehabilitation,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-pmr/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93PhysicalMedicine%26Rehabilitation,12465944059245982207,4.8,106,0
therapy Louisville KY,downtown,maps,maps_search,7,7,"Anam Mukhtar, OTD, OTR/L",uoflhealth.org,https://uoflhealth.org/provider/anam-mukhtar-occupational-therapy/?utm_source=GMBSocialClimb&utm_medium=AnamMukhtar%2COTD%2COTR%2FL,9858207348508863521,5,1,0
therapy Louisville KY,downtown,maps,maps_search,8,8,"Amber Lewis, OT",kleinertkutz.com,http://www.kleinertkutz.com/,12576768912118661101,5,1,0
therapy Louisville KY,downtown,maps,maps_search,9,9,UofL Health – Frazier Rehabilitation Institute Psychology and Neuropsychology Clinic,uoflhealth.org,https://uoflhealth.org/locations/uofl-health-frazier-rehab-institute-psychology-and-neuropsychology-clinic/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93FrazierRehabilitationInstitutePsychologyandNeuropsychologyClinic,3068435978124853482,3.8,4,0
therapy Louisville KY,downtown,maps,maps_search,10,10,Mokara Salon & Spa,omnihotels.com,https://www.omnihotels.com/hotels/louisville/spa?utm_source=gmblisting&utm_medium=organic,11614757389713447002,4.5,156,0
therapy Louisville KY,downtown,maps,maps_search,11,11,AllyMed,kypainassociates.com,http://www.kypainassociates.com/?utm_medium=AllyMed&utm_source=GMBSocialClimb,11150668958528775865,4.9,236,0
therapy Louisville KY,downtown,maps,maps_search,12,12,UofL Health – Frazier Rehabilitation Institute – Trager,uoflhealth.org,https://uoflhealth.org/locations/uofl-health-frazier-rehab-institute-trager/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93FrazierRehabilitationInstitute%E2%80%93Trager,12387089928442341932,5,4,0
therapy Louisville KY,downtown,maps,maps_search,13,13,"Whitney Rebholz, PHD",uoflhealth.org,https://uoflhealth.org/provider/whitney-rebholz-rehab-psychology/?utm_source=GMBSocialClimb&utm_medium=WhitneyRebholz%2CPHD,10161883154618568404,,,0
therapy Louisville KY,downtown,maps,maps_search,14,14,Crisis & Information Center,,,15546629347861497175,5,2,0
therapy Louisville KY,downtown,maps,maps_search,15,15,"Sheila L. Kelly, LMT, Myofascial Release Therapist",,,3806980677629992999,,,0
therapy Louisville KY,downtown,maps,maps_search,16,16,UofL Physicians – Kleinert Kutz Hand Care,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-kleinert-kutz-hand-care-3/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93KleinertKutzHandCare,6416679941374113025,4.8,217,0
therapy Louisville KY,downtown,maps,maps_search,17,17,UofL Health – Frazier Rehab Institute – Hand Therapy,uoflhealth.org,https://uoflhealth.org/locations/uofl-health-frazier-rehab-institute-hand-therapy-3/?utm_medium=UofLHealth%E2%80%93FrazierRehabilitationInstitute%E2%80%93KleinertKutzHandTherapy&utm_source=GMBSocialClimb,5064760840939034725,,,0
therapy Louisville KY,downtown,maps,maps_search,18,18,Frazier Rehab Institute,frazierrehab.org,https://www.frazierrehab.org/,5214708058866578336,3.9,7,0
therapy Louisville KY,downtown,maps,maps_search,19,19,Metro Employee Wellness Center,louisvilleky.gov,http://louisvilleky.gov/government/human-resources/metro-employee-wellness-center-information,12799913625492589875,4.1,23,0
therapy Louisville KY,downtown,maps,maps_search,20,20,National Stem Cell Foundation,nationalstemcellfoundation.org,https://nationalstemcellfoundation.org/,17640932233279782469,5,1,0
family therapy Louisville KY,unknown,maps,local_pack,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
family therapy Louisville KY,unknown,maps,local_pack,2,2,Hollie Colwick Counseling,holliecolwickcounseling.com,http://www.holliecolwickcounseling.com/,14049404355145351635,5,4,0
family therapy Louisville KY,unknown,maps,local_pack,3,3,Mindive Louisville,mindivetherapy.com,https://mindivetherapy.com/,14864696548445856057,5,6,0
family therapy Louisville KY,unknown,maps,local_pack,4,4,"Chris Davis, MSSW, LMFT",mindivetherapy.com,http://mindivetherapy.com/,17205182146927484071,5,3,0
family therapy Louisville KY,unknown,maps,local_pack,5,5,"Nicola E Foreman, LCSW",foremancounseling.com,http://www.foremancounseling.com/,13041276627030282739,5,1,0
family therapy Louisville KY,unknown,maps,local_pack,6,6,Louisville Expressive Therapies,louisvilleexpressivetherapies.com,http://louisvilleexpressivetherapies.com/,8014489888291011624,5,3,0
family therapy Louisville KY,unknown,maps,local_pack,7,7,"Alice Walker, LPCC, Inc.",psychologytoday.com,https://www.psychologytoday.com/us/therapists/alice-elizabeth-walker-louisville-ky/252958?sid=5fce5c861b796&name=alice+walker&ref=1&tr=ResultsProfileBtn,10997479977301312204,,,0
family therapy Louisville KY,unknown,maps,local_pack,8,8,Mbodi - Mindful Bodywork & Massage,mbodilouisville.com,http://mbodilouisville.com/,9475838673788530051,5,95,0
family therapy Louisville KY,unknown,maps,local_pack,9,9,Renew Counseling and EMDR,renewcounselingservices.org,https://renewcounselingservices.org/,13629655638732558043,3,4,0
family therapy Louisville KY,unknown,maps,local_pack,10,10,RevitaLife MD,revitalifemd.com,https://www.revitalifemd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,15644064227047442882,4.9,432,0
community based mental health services Louisville KY,office,maps,maps_search,1,1,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
community based mental health services Louisville KY,office,maps,maps_search,2,2,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
community based mental health services Louisville KY,office,maps,maps_search,3,3,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
family therapy Louisville KY,unknown,maps,local_pack,1,1,Louisville Counseling Associates,,,17820421987806657233,5,1,0
family therapy Louisville KY,unknown,maps,local_pack,2,2,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
family therapy Louisville KY,unknown,maps,local_pack,3,3,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
family therapy Louisville KY,unknown,maps,local_pack,4,4,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
family therapy Louisville KY,unknown,maps,local_pack,5,5,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
family therapy Louisville KY,unknown,maps,local_pack,6,6,Bardstown Road Physical Therapy Group,physicaltherapygroupinc.com,http://www.physicaltherapygroupinc.com/,17942862270547205962,4.9,81,0
family therapy Louisville KY,unknown,maps,local_pack,7,7,"Thomas L. Haffner, LMFT, LLC",haffnertherapy.com,http://www.haffnertherapy.com/,17924884313301513905,,,0
mental health services Louisville KY,st,maps,maps_search,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
mental health services Louisville KY,st,maps,maps_search,2,2,Bliss Progressive Psychiatry,blisspsych.com,https://www.blisspsych.com/,13596322519206912545,4.2,5,0
mental health services Louisville KY,st,maps,maps_search,3,3,Crimson Dove Counseling Services,crimsondovecounseling.com,http://www.crimsondovecounseling.com/,17548555043922604511,3.7,3,0
mental health services Louisville KY,st,maps,maps_search,4,4,"Peace of Mind Psychiatry, PLLC",peaceofmindpsych.net,https://www.peaceofmindpsych.net/,11975158110609104231,4.5,25,0
mental health services Louisville KY,st,maps,maps_search,5,5,Awaken Counseling,awakencounselingky.com,https://www.awakencounselingky.com/contact,15240253339951602091,5,2,0
mental health services Louisville KY,st,maps,maps_search,6,6,Banta Counseling LLC,bantacounseling.com,http://www.bantacounseling.com/,14361954784997208910,4.7,13,0
mental health services Louisville KY,st,maps,maps_search,7,7,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,12344539005794056131,5,2,0
mental health services Louisville KY,st,maps,maps_search,8,8,"Turning Leaf Counseling/ Rachel Murrell, LCSW",louisville-therapy.com,http://www.louisville-therapy.com/,6123479053591101813,4.5,8,0
mental health services Louisville KY,st,maps,maps_search,9,9,Northstar Counseling Center,northstarcounselingcenter.com,http://northstarcounselingcenter.com/,8715087175106616123,4.7,12,0
mental health services Louisville KY,st,maps,maps_search,10,10,Mindive Louisville,mindivetherapy.com,https://mindivetherapy.com/,14864696548445856057,5,6,0
mental health services Louisville KY,st,maps,maps_search,11,11,Steelsmith Psychology,steelsmithpsychology.com,https://www.steelsmithpsychology.com/,17085944561166501043,5,1,0
mental health services Louisville KY,st,maps,maps_search,12,12,"Nicola E Foreman, LCSW",foremancounseling.com,http://www.foremancounseling.com/,13041276627030282739,5,1,0
mental health services Louisville KY,st,maps,maps_search,13,13,Compassionate Connections,compassionateconnects.com,http://compassionateconnects.com/,11146122747474349806,4.4,7,0
mental health services Louisville KY,st,maps,maps_search,14,14,Dru Kemp PhD LCSW,,,10447411280742882770,4,2,0
mental health services Louisville KY,st,maps,maps_search,15,15,Kate LaJoie Psychological Services,psychologytoday.com,https://www.psychologytoday.com/us/therapists/kate-r-lajoie-louisville-ky/925848,9972492604015228462,4.4,7,0
mental health services Louisville KY,st,maps,maps_search,16,16,Child & Adolescent Psychological Evaluations,mattlowrylpp.com,http://mattlowrylpp.com/,14850049774580064878,5,2,0
mental health services Louisville KY,st,maps,maps_search,17,17,"Renew Counseling, LLC",renewcounselingservices.org,https://renewcounselingservices.org/,17982171571561174484,4.4,13,0
mental health services Louisville KY,st,maps,maps_search,18,18,"Alice Walker, LPCC, Inc.",psychologytoday.com,https://www.psychologytoday.com/us/therapists/alice-elizabeth-walker-louisville-ky/252958?sid=5fce5c861b796&name=alice+walker&ref=1&tr=ResultsProfileBtn,10997479977301312204,,,0
mental health services Louisville KY,st,maps,maps_search,19,19,Inner Piece Therapeutic Services,therapyden.com,https://www.therapyden.com/therapist/cassey-laforge-louisville-ky,9954895306375315748,,,0
mental health services Louisville KY,st,maps,maps_search,20,20,Kind Mind Neurofeedback & Counseling,morgan-mckinley.clientsecure.me,https://morgan-mckinley.clientsecure.me/,559282850860307832,5,2,0
community based mental health services Louisville KY,downtown,maps,maps_search,1,1,Crisis & Information Center,,,15546629347861497175,5,2,0
community based mental health services Louisville KY,downtown,maps,maps_search,2,2,Pax Recovery Center,paxrecoverycenter.org,https://www.paxrecoverycenter.org/,17058234278314520731,4.8,48,0
community based mental health services Louisville KY,downtown,maps,maps_search,3,3,Better You Behavioral Health Services,betteryoubhs.com,https://www.betteryoubhs.com/,17976063433541470056,4.4,7,0
community based mental health services Louisville KY,downtown,maps,maps_search,4,4,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,17887780695374312637,4.8,1280,0
community based mental health services Louisville KY,downtown,maps,maps_search,5,5,UP for Women and Children,uplouisville.org,http://www.uplouisville.org/,8354784046031024311,4.6,68,0
community based mental health services Louisville KY,downtown,maps,maps_search,6,6,UofL Health – Jewish Hospital,uoflhealth.org,https://uoflhealth.org/locations/jewish-hospital/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93JewishHospital,9805744440036822217,3.2,560,0
group therapy Louisville KY,unknown,maps,local_pack,1,1,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
group therapy Louisville KY,unknown,maps,local_pack,2,2,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
group therapy Louisville KY,unknown,maps,local_pack,3,3,Louisville Counseling Associates,,,17820421987806657233,5,1,0
group therapy Louisville KY,unknown,maps,local_pack,4,4,Bardstown Road Physical Therapy Group,physicaltherapygroupinc.com,http://www.physicaltherapygroupinc.com/,17942862270547205962,4.9,81,0
in home therapy Louisville KY,st,maps,maps_paid_item,1,1,Olive Branch Family Counseling,,,,4.9,9,0
in home therapy Louisville KY,st,maps,maps_search,1,2,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
in home therapy Louisville KY,st,maps,maps_search,2,3,Crimson Dove Counseling Services,crimsondovecounseling.com,http://www.crimsondovecounseling.com/,17548555043922604511,3.7,3,0
in home therapy Louisville KY,st,maps,maps_search,3,4,Ellis & Badenhausen Physical Therapy St. Matthews,eandbortho.com,https://eandbortho.com/physical-therapy/?utm_source=GBP&utm_medium=PT_StMatthewsOffice,13946504399831691042,5,173,0
in home therapy Louisville KY,st,maps,maps_search,4,5,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,12344539005794056131,5,2,0
in home therapy Louisville KY,st,maps,maps_search,5,6,Compassionate Connections,compassionateconnects.com,http://compassionateconnects.com/,11146122747474349806,4.4,7,0
in home therapy Louisville KY,st,maps,maps_search,6,7,Inner Piece Therapeutic Services,therapyden.com,https://www.therapyden.com/therapist/cassey-laforge-louisville-ky,9954895306375315748,,,0
in home therapy Louisville KY,st,maps,maps_search,7,8,"Dayna Gilvin, LMT",daynagilvin.amtamembers.com,https://daynagilvin.amtamembers.com/,5906519726219061678,5,65,0
in home therapy Louisville KY,st,maps,maps_search,8,9,Mbodi - Mindful Bodywork & Massage,mbodilouisville.com,http://mbodilouisville.com/,9475838673788530051,5,95,0
in home therapy Louisville KY,st,maps,maps_search,9,10,RevitaLife MD,revitalifemd.com,https://www.revitalifemd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,15644064227047442882,4.9,432,0
in home therapy Louisville KY,st,maps,maps_search,10,11,The Jiu-Jitsu Therapist,,,15267635979848565481,5,8,0
in home therapy Louisville KY,st,maps,maps_search,11,12,Kenny Lyons LMT Massage Therapy,massagetherapy.healthcare,https://massagetherapy.healthcare/,16775206891633890443,4.6,19,0
in home therapy Louisville KY,st,maps,maps_search,12,13,Skinfinity Spa,skinfinity-spa.com,http://www.skinfinity-spa.com/,386644604730083697,4.8,422,0
in home therapy Louisville KY,st,maps,maps_search,13,14,Lance Minnis LMT,lanceminnislmt.as.me,https://lanceminnislmt.as.me/,8970152713073886364,4.8,24,0
in home therapy Louisville KY,st,maps,maps_search,14,15,Ken Combs Running Store,,,10282035243697964938,4.8,240,0
in home therapy Louisville KY,st,maps,maps_search,15,16,Lalai Day Spa - St. Matthews,lalaidayspa.com,http://www.lalaidayspa.com/,4065729191249303185,5,66,0
in home therapy Louisville KY,st,maps,maps_search,16,17,Mays Plastic Surgery & Med Spa,maysplasticsurgery.com,https://maysplasticsurgery.com/,9878955409469552191,4.9,136,0
in home therapy Louisville KY,st,maps,maps_search,17,18,Sun Tan City,suntancity.com,https://www.suntancity.com/find-a-salon/kentucky/louisville/st-matthews,16829557156903657748,4.3,214,0
in home therapy Louisville KY,st,maps,maps_search,18,19,Penny and Pearl's Bakeshop,pennyandpearls.com,http://www.pennyandpearls.com/,16032691815807891875,4.8,223,0
