source,domain_from,url_from,url_to,anchor,rank,domain_from_rank,spam_score,is_new,is_lost,is_broken,url_to_status_code,page_from_status_code,first_seen,last_seen,lost_date,backlinks,broken_backlinks
backlinks-live-domain,wheretobuybest.link,http://wheretobuybest.link/avpscogreato/,https://ns1.louisvillementalhealth.org/,ns1.louisvillementalhealth.org,0,291,80,True,False,False,,200,2025-12-28 05:59:30 +00:00,2025-12-28 05:59:30 +00:00,,,
backlinks-lost-domain,way2check.cv,https://way2check.cv/page-6ce788f4b9fe2a5f2c5e584fbbae0e85.html,https://ns1.louisvillementalhealth.org/,,0,181,,False,True,False,,200,2026-01-26 11:38:18 +00:00,2026-06-17 17:18:06 +00:00,,,
backlinks-lost-domain,way2check.cv,https://way2check.cv/page-deebe6340c7b68c47a609d4e6c8c50ae.html,https://ns6.louisvillementalhealth.org/,,0,181,,False,True,False,,200,2026-01-26 11:38:08 +00:00,2026-06-17 17:18:02 +00:00,,,
backlinks-lost-domain,drjack.world,https://drjack.world/report/92408,https://louisvillementalhealth.org/,,0,371,,False,True,True,520,200,2026-01-16 15:10:08 +00:00,2026-06-05 09:24:22 +00:00,,,
backlinks-lost-domain,bye.fyi,https://bye.fyi/report/92408,https://louisvillementalhealth.org/,,0,320,,False,True,True,520,200,2026-01-18 12:35:36 +00:00,2026-06-03 18:23:28 +00:00,,,
backlinks-lost-domain,ready.pro,https://ready.pro/stats/92407,https://louisvillementalhealth.org/,,0,31,,False,True,True,520,200,2026-01-29 21:52:28 +00:00,2026-05-27 23:47:41 +00:00,,,
backlinks-lost-domain,www.websiterace.com,https://www.websiterace.com/9b1ec92fe3439b68507486002bd93552-l/,https://ns1.louisvillementalhealth.org/,,0,89,,False,True,False,,200,2025-12-28 02:49:29 +00:00,2026-05-24 23:42:51 +00:00,,,
backlinks-lost-domain,pagesearch.net,https://pagesearch.net/ee22daa010065f825abef1b6e1a3c19f-l/,https://louisvillementalhealth.org/,,0,157,,False,True,True,520,503,2026-03-17 00:14:33 +00:00,2026-05-06 02:52:45 +00:00,,,
backlinks-lost-domain,www.tunca.org,https://www.tunca.org/ee22daa010065f825abef1b6e1a3c19f-l/,https://louisvillementalhealth.org/,,0,0,,False,True,True,520,503,2026-02-28 21:29:22 +00:00,2026-05-02 18:11:47 +00:00,,,
backlinks-lost-domain,www.wallpapers.pro,https://www.wallpapers.pro/9b1ec92fe3439b68507486002bd93552-l/,https://ns1.louisvillementalhealth.org/,,0,0,,False,True,False,,503,2026-02-21 07:04:14 +00:00,2026-04-28 17:25:40 +00:00,,,
backlinks-lost-domain,quero.party,https://quero.party/report/92408,https://louisvillementalhealth.org/,,0,307,,False,True,True,520,200,2025-12-26 08:35:08 +00:00,2026-03-21 22:50:23 +00:00,,,
backlinks-lost-domain,backlinksolutions.info,https://backlinksolutions.info/rankvance-link-building-for-agencies-and-businesses-419/,https://louisvillementalhealth.org/,,0,0,,False,True,True,520,200,2026-01-05 09:58:52 +00:00,2026-03-12 16:43:08 +00:00,,,
backlinks-lost-domain,urls-shortener.eu,https://urls-shortener.eu/share/92408,https://louisvillementalhealth.org/,,0,305,,False,True,True,520,200,2026-01-17 19:50:03 +00:00,2026-02-27 02:19:09 +00:00,,,
backlinks-lost-domain,shortenurls.eu,https://shortenurls.eu/share/92408,https://louisvillementalhealth.org/,,0,287,,False,True,True,520,200,2026-01-18 09:04:55 +00:00,2026-02-26 14:46:27 +00:00,,,
backlinks-lost-domain,www.websiterace.com,https://www.websiterace.com/2e778c13e8967dcd2d01372299411d0d-l/,https://ns6.louisvillementalhealth.org/,,0,76,,False,True,False,,503,2025-12-28 03:41:04 +00:00,2026-01-31 14:39:38 +00:00,,,
backlinks-referring-domains-domain,buzzakoo.com,,,,51,,0,,,,,,2026-01-19 18:42:32 +00:00,,,2,1
backlinks-referring-domains-domain,bunity.com,,,,51,,0,,,,,,2024-03-05 03:34:51 +00:00,,,2,1
backlinks-referring-domains-domain,plumeriamarketing.com,,,,0,,70,,,,,,2026-07-02 22:36:19 +00:00,,,1,1
backlinks-referring-domains-domain,therapysolutionsforkids.com,,,,0,,0,,,,,,2026-06-14 13:19:54 +00:00,,,2,1
backlinks-referring-domains-domain,indeedforyou.eu,,,,0,,15,,,,,,2026-06-14 03:08:33 +00:00,,,1,1
backlinks-referring-domains-domain,shortenurls.eu,,,,0,,50,,,,,,2026-06-07 05:21:17 +00:00,,,1,1
backlinks-referring-domains-domain,greattraveladvisor.com,,,,0,,15,,,,,,2026-06-04 07:50:02 +00:00,,,2,2
backlinks-referring-domains-domain,quero.party,,,,0,,50,,,,,,2026-06-01 02:12:13 +00:00,,,1,1
backlinks-referring-domains-domain,al-jawharaa.com,,,,0,,0,,,,,,2026-05-29 17:05:16 +00:00,,,1,1
backlinks-referring-domains-domain,ready.pro,,,,0,,50,,,,,,2026-05-29 03:48:12 +00:00,,,1,1
backlinks-referring-domains-domain,buzzshrink.website,,,,0,,50,,,,,,2026-05-22 15:12:01 +00:00,,,1,1
backlinks-referring-domains-domain,wonvision.com,,,,0,,50,,,,,,2026-05-18 23:04:15 +00:00,,,1,1
backlinks-referring-domains-domain,read.org.in,,,,0,,60,,,,,,2026-05-04 23:41:38 +00:00,,,4,2
backlinks-referring-domains-domain,screenshots.wiki,,,,0,,50,,,,,,2026-04-29 12:31:02 +00:00,,,1,1
backlinks-referring-domains-domain,revan-me.com,,,,0,,50,,,,,,2026-04-18 02:24:26 +00:00,,,1,1
backlinks-referring-domains-domain,ycm.info,,,,0,,50,,,,,,2026-03-23 18:13:59 +00:00,,,3,1
backlinks-referring-domains-domain,seomuda.id,,,,0,,30,,,,,,2026-03-23 13:05:53 +00:00,,,1,1
backlinks-referring-domains-domain,torun-stolarz.pl,,,,0,,65,,,,,,2026-03-21 08:25:40 +00:00,,,1,1
backlinks-referring-domains-domain,shoplogist.com,,,,0,,15,,,,,,2026-03-20 10:28:23 +00:00,,,1,1
backlinks-referring-domains-domain,ateliereleaurorei.ro,,,,0,,15,,,,,,2026-03-18 00:03:28 +00:00,,,1,1
backlinks-referring-domains-domain,crisunzueta.com,,,,0,,0,,,,,,2026-03-14 18:47:25 +00:00,,,1,1
backlinks-referring-domains-domain,arteza.fr,,,,0,,50,,,,,,2026-03-08 17:00:12 +00:00,,,1,1
backlinks-referring-domains-domain,walisha.org,,,,0,,0,,,,,,2026-03-05 15:48:15 +00:00,,,1,1
backlinks-referring-domains-domain,up.net.tr,,,,0,,0,,,,,,2026-03-02 12:28:45 +00:00,,,1,1
backlinks-referring-domains-domain,tunca.org,,,,0,,50,,,,,,2026-02-27 07:52:16 +00:00,,,2,0
backlinks-referring-domains-domain,urls-shortener.eu,,,,0,,50,,,,,,2026-02-26 19:12:27 +00:00,,,1,1
backlinks-referring-domains-domain,building-industry.eu,,,,0,,25,,,,,,2026-02-25 21:10:50 +00:00,,,1,1
backlinks-referring-domains-domain,jake.eu,,,,0,,50,,,,,,2026-02-23 21:58:09 +00:00,,,2,2
backlinks-referring-domains-domain,bluecantera.com,,,,0,,40,,,,,,2026-02-23 00:13:33 +00:00,,,2,2
backlinks-referring-domains-domain,wallpapers.pro,,,,0,,50,,,,,,2026-02-21 07:25:37 +00:00,,,2,1
backlinks-referring-domains-domain,kentuckylantern.com,,,,0,,0,,,,,,2026-02-14 14:01:34 +00:00,,,1,1
backlinks-referring-domains-domain,musweb.org,,,,0,,60,,,,,,2026-02-14 13:58:50 +00:00,,,3,1
backlinks-referring-domains-domain,bcrelx.com,,,,0,,15,,,,,,2026-02-11 15:41:47 +00:00,,,2,2
backlinks-referring-domains-domain,booksreadr.org,,,,0,,60,,,,,,2026-02-02 12:14:16 +00:00,,,3,1
backlinks-referring-domains-domain,anchorurl.cloud,,,,0,,50,,,,,,2026-01-31 21:30:38 +00:00,,,1,1
backlinks-referring-domains-domain,runningwebsites.net,,,,0,,60,,,,,,2026-01-28 16:27:43 +00:00,,,2,1
backlinks-referring-domains-domain,globalecommerce.org,,,,0,,60,,,,,,2026-01-26 03:59:26 +00:00,,,3,1
backlinks-referring-domains-domain,way2check.cv,,,,0,,60,,,,,,2026-01-24 22:21:27 +00:00,,,3,1
backlinks-referring-domains-domain,alljobs.info,,,,0,,50,,,,,,2026-01-21 22:59:30 +00:00,,,3,1
backlinks-referring-domains-domain,simplewebdirectory.com,,,,0,,60,,,,,,2026-01-15 18:01:06 +00:00,,,1,1
backlinks-referring-domains-domain,websiterace.com,,,,0,,50,,,,,,2026-01-08 04:27:51 +00:00,,,1,1
backlinks-referring-domains-domain,wheretobuybest.link,,,,0,,80,,,,,,2025-12-28 02:56:09 +00:00,,,3,1
backlinks-referring-domains-domain,colasdn.top,,,,0,,20,,,,,,2025-12-25 16:27:48 +00:00,,,1,1
backlinks-referring-domains-domain,getwebsiteworth.com,,,,0,,56,,,,,,2025-12-18 23:16:03 +00:00,,,9,3
backlinks-referring-domains-domain,backlink-agency.pro,,,,0,,40,,,,,,2025-12-10 11:11:11 +00:00,,,1,1
backlinks-referring-domains-domain,2x9.co,,,,0,,75,,,,,,2025-12-05 16:30:20 +00:00,,,2,0
backlinks-referring-domains-domain,superpages.com,,,,0,,0,,,,,,2025-11-22 22:54:30 +00:00,,,1,0
backlinks-referring-domains-domain,theomnibuzz.com,,,,0,,0,,,,,,2025-11-05 05:48:19 +00:00,,,28,14
backlinks-referring-domains-domain,1stcallglasscare.com,,,,0,,55,,,,,,2025-09-29 09:09:07 +00:00,,,1,1
backlinks-referring-domains-domain,piscatore.dk,,,,0,,10,,,,,,2025-09-13 02:03:22 +00:00,,,1,1
backlinks-referring-domains-domain,yellowpages.com,,,,0,,0,,,,,,2025-08-11 04:55:34 +00:00,,,2,0
backlinks-referring-domains-domain,australianwebdirectory.pro,,,,0,,70,,,,,,2025-08-05 18:19:14 +00:00,,,3,1
backlinks-referring-domains-domain,globalcocolk.com,,,,0,,5,,,,,,2025-08-02 09:51:50 +00:00,,,1,1
backlinks-referring-domains-domain,astrologlar.com,,,,0,,45,,,,,,2025-08-01 04:36:12 +00:00,,,1,1
backlinks-referring-domains-domain,m-he.com,,,,0,,0,,,,,,2025-07-31 04:55:11 +00:00,,,1,1
backlinks-referring-domains-domain,ezeller.com,,,,0,,5,,,,,,2025-07-15 09:39:11 +00:00,,,1,1
backlinks-referring-domains-domain,sisgroup.lk,,,,0,,20,,,,,,2025-07-13 00:17:59 +00:00,,,1,1
backlinks-referring-domains-domain,passiogolf.vn,,,,0,,0,,,,,,2025-07-12 03:08:03 +00:00,,,1,1
backlinks-referring-domains-domain,productionfunctionusa.com,,,,0,,55,,,,,,2025-07-10 23:02:12 +00:00,,,1,1
backlinks-referring-domains-domain,radiofreehubcity.com,,,,0,,0,,,,,,2025-06-16 04:04:53 +00:00,,,1,1
backlinks-referring-domains-domain,australianwebdirectory.shop,,,,0,,70,,,,,,2025-05-31 14:34:04 +00:00,,,3,1
backlinks-referring-domains-domain,gravatar.com,,,,0,,0,,,,,,2025-05-26 06:02:35 +00:00,,,1,1
backlinks-referring-domains-domain,kompromat100.info,,,,0,,70,,,,,,2025-04-26 07:05:19 +00:00,,,3,1
backlinks-referring-domains-domain,thebestbacklinksavailable.click,,,,0,,65,,,,,,2025-04-07 23:43:17 +00:00,,,3,1
backlinks-referring-domains-domain,mundotecnologia.info,,,,0,,65,,,,,,2025-02-10 14:42:04 +00:00,,,3,1
backlinks-referring-domains-domain,sergechel.info,,,,0,,60,,,,,,2025-02-08 01:57:46 +00:00,,,3,1
backlinks-referring-domains-domain,drjack.world,,,,0,,50,,,,,,2024-11-28 16:20:31 +00:00,,,1,1
backlinks-referring-domains-domain,tellows.com,,,,0,,25,,,,,,2024-09-30 03:39:24 +00:00,,,1,1
backlinks-referring-domains-domain,bizhwy.com,,,,0,,0,,,,,,2024-04-28 23:05:15 +00:00,,,1,1
backlinks-referring-domains-domain,global-website.pages.dev,,,,0,,35,,,,,,2023-11-13 21:28:07 +00:00,,,1,1
