keyword,surface,type,rank_group,rank_absolute,title,domain,url,phone,cid,rating_value,rating_votes,is_lmhg
play therapy Louisville KY,organic,organic,19,23,"Welcome! | Online Therapy in KY, IN, FL, SD, MI | Ilene ...",ibosschertherapy.com,https://www.ibosschertherapy.com/,,,,,0
counseling Louisville KY,local_finder,local_pack,1,1,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,(855) 591-0092,12572663660737329637,4.6,605,0
counseling Louisville KY,local_finder,local_pack,2,2,Evolved Counseling,evolvedcounselingcenter.com,https://evolvedcounselingcenter.com/,(502) 689-9952,722961778310681613,4.6,67,0
counseling Louisville KY,local_finder,local_pack,3,3,Bridge Counseling and Wellness,bridgemindbody.com,http://www.bridgemindbody.com/,(502) 694-9488,4593127249481427181,4.3,20,0
counseling Louisville KY,local_finder,local_pack,4,4,Core Counseling,thecorecounseling.com,http://www.thecorecounseling.com/,(502) 533-5288,3210137482875415687,5,47,0
counseling Louisville KY,local_finder,local_pack,5,5,Louisville Center for Therapy and Personal Sustainability,lctps.org,http://www.lctps.org/,(502) 694-0919,18341569579325599505,5,20,0
counseling Louisville KY,local_finder,local_pack,6,6,Discovery502 Counseling,discovery502counseling.com,https://www.discovery502counseling.com/,(502) 694-0377,3659523051043987812,5,1,0
counseling Louisville KY,local_finder,local_pack,7,7,Revelation Counseling Center,rcclouisville.com,http://www.rcclouisville.com/,(502) 224-4478,17246625085606750563,4.8,45,0
counseling Louisville KY,local_finder,local_pack,8,8,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,(502) 701-2171,13494564945055058624,5,12,0
counseling Louisville KY,local_finder,local_pack,9,9,Old Louisville Counseling Center,,,(502) 233-4949,9129094734765265546,,,0
counseling Louisville KY,local_finder,local_pack,10,10,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,(502) 289-6746,12344539005794056131,5,2,0
counseling Louisville KY,local_finder,local_pack,11,11,Bluegrass Counseling House,,,(502) 233-5611,2922660832687912363,,,0
counseling Louisville KY,local_finder,local_pack,12,12,"Avenues Unlimited Counseling Center, Inc.",avenuesunlimited.com,https://www.avenuesunlimited.com/,(502) 459-9635,4664746409427207013,5,1,0
counseling Louisville KY,local_finder,local_pack,13,13,"Michael RoBards, LCSW",michaelarobards.com,http://www.michaelarobards.com/,(502) 225-3025,14048279622754160023,5,50,0
counseling Louisville KY,local_finder,local_pack,14,14,Rehab Counseling Therapy,sober-initiative.com,https://www.sober-initiative.com/?#louisville,(502) 632-6878,17690092642257558595,5,1,0
counseling Louisville KY,local_finder,local_pack,15,15,Ronnie Hager Counseling,ronniehager.com,https://ronniehager.com/,(502) 882-0304,183550557340621490,5,1,0
counseling Louisville KY,local_finder,local_pack,16,16,UofL Physicians – Psychiatry & Depression Center,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-psychiatry-depression-center/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93Psychiatry%26DepressionCenter,(502) 588-4450,2155707026388250868,4.9,291,0
counseling Louisville KY,local_finder,local_pack,17,17,Olive Branch Family Counseling,olivebranchfamilycounseling.com,http://www.olivebranchfamilycounseling.com/,(502) 653-2228,15906099659231562543,4.9,9,0
counseling Louisville KY,local_finder,local_pack,18,18,Blue Moon Therapy,bluemoontherapygroup.com,https://www.bluemoontherapygroup.com/,(502) 836-0759,3281283209690975545,4.5,13,0
counseling Louisville KY,local_finder,local_pack,19,19,Old Louisville Counseling Center,oldlouisvillecc.com,https://oldlouisvillecc.com/,(502) 583-9526,17935466970581937034,3.3,4,0
counseling Louisville KY,local_finder,local_pack,20,20,LifeStance Therapists & Psychiatrists Louisville,lifestance.com,https://lifestance.com/location/louisville-ky-100-executive-park/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,(502) 313-6880,14167678494717924023,4.7,542,0
trauma therapy Louisville KY,organic,local_pack,1,2,Thomas Banta Counseling Trauma Specialist,psychologytoday.com,https://www.psychologytoday.com/us/therapists/thomas-banta-madison-in/1320092,(812) 884-1312,10722836734593066718,5,17,0
trauma therapy Louisville KY,organic,local_pack,2,3,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,(855) 591-0092,12572663660737329637,4.6,605,0
trauma therapy Louisville KY,organic,local_pack,3,4,Louisville Center for Therapy and Personal Sustainability,lctps.org,http://www.lctps.org/,(502) 694-0919,18341569579325599505,5,20,0
trauma therapy Louisville KY,organic,organic,1,5,"PTSD and Trauma Therapists in Louisville, KY",louisvillegracepsychological.com,https://louisvillegracepsychological.com/ptsd-trauma-therapist-louisville-ky-licensed-psychologists/,,,,,0
trauma therapy Louisville KY,organic,organic,2,6,"Trauma and PTSD Therapists in Louisville, KY",psychologytoday.com,https://www.psychologytoday.com/us/therapists/ky/louisville?category=trauma-and-ptsd,,,,,0
trauma therapy Louisville KY,organic,organic,3,7,EMDR Therapy for Trauma - Louisville,creativefamilycounseling.org,https://creativefamilycounseling.org/emdr/,,,,,0
trauma therapy Louisville KY,organic,organic,4,8,"Trauma Therapy in Louisville, KY",katiedeshields.com,https://katiedeshields.com/trauma-therapy-louisville/,,,,,0
trauma therapy Louisville KY,organic,organic,5,9,"New Hope Counseling, Licensed Therapists Louisville Kentucky",newhopecounselingsite.com,https://newhopecounselingsite.com/,,,,,0
trauma therapy Louisville KY,organic,organic,6,10,Overcoming the Silent Struggle: Healing Medical Trauma ...,havenpointcounseling.com,https://www.havenpointcounseling.com/post/overcoming-the-silent-struggle-healing-medical-trauma-and-ptsd-with-therapy-in-louisville-ky,,,,,0
trauma therapy Louisville KY,organic,organic,7,11,Louisville Health & Healing: Private Therapy Louisville KY,louisvillehealthandhealing.com,https://www.louisvillehealthandhealing.com/,,,,,0
trauma therapy Louisville KY,organic,organic,8,12,"Renew Counseling Services | Online Therapy | Louisville, KY",renewcounselingservices.org,https://www.renewcounselingservices.org/,,,,,0
trauma therapy Louisville KY,organic,organic,9,13,Counseling Resources,namilouisville.org,https://namilouisville.org/counseling-resources,,,,,0
trauma therapy Louisville KY,organic,organic,10,16,Kentucky Providers who Specialize in Trauma or STS ...,ctac.uky.edu,https://ctac.uky.edu/projects-and-programs/wellwork/kentucky-providers-who-specialize-trauma-or-sts-treatment,,,,,0
trauma therapy Louisville KY,organic,organic,11,17,Heartwood Therapy Place | Strengthening Your Mental Health,heartwoodtherapyplace.com,https://heartwoodtherapyplace.com/,,,,,0
trauma therapy Louisville KY,organic,organic,12,18,Best Trauma / PTSD Treatment Centers in Louisville,recovery.com,https://recovery.com/louisville/trauma/,,,,,0
trauma therapy Louisville KY,organic,organic,13,19,"Trauma Therapy | Addiction Therapy in Louisville, Kentucky",paintedgroverecovery.com,https://paintedgroverecovery.com/therapy-programs/trauma-therapy/,,,,,0
trauma therapy Louisville KY,organic,organic,14,20,"Find PTSD Therapists in Louisville, KY Near Me & Online",sondermind.com,https://www.sondermind.com/provider-directory/sta-ky/cty-louisville/spc-ptsd,,,,,0
trauma therapy Louisville KY,organic,organic,15,21,Trauma Work,bestlifelouisville.com,https://www.bestlifelouisville.com/trauma-work/,,,,,0
trauma therapy Louisville KY,organic,organic,16,22,Our Therapy SERVICES,kyhopecounseling.com,https://kyhopecounseling.com/services,,,,,0
trauma therapy Louisville KY,organic,organic,17,23,Cognitive Processing Therapy in Louisville | PTSD & Trauma ...,louisvillegracepsychological.com,https://louisvillegracepsychological.com/cognitive-processing-therapy-louisville-trauma/,,,,,0
trauma therapy Louisville KY,organic,organic,18,24,"PTSD Treatment In Louisville, KY",louisvilleaddictioncenter.com,https://louisvilleaddictioncenter.com/treatments/mental-health/ptsd/,,,,,0
trauma therapy Louisville KY,organic,organic,19,25,Trauma Program Support and Resources | UofL Hospital,uoflhealth.org,https://uoflhealth.org/locations/uofl-hospital/services/trauma-program-support-resources/,,,,,0
mental health case management Louisville KY,organic,organic,1,1,Case Management,louisvillementalhealth.org,https://louisvillementalhealth.org/case-management/,,,,,1
mental health case management Louisville KY,organic,organic,2,2,Targeted Case Management,bestlifelouisville.com,https://www.bestlifelouisville.com/case-management/,,,,,0
mental health case management Louisville KY,organic,local_pack,1,3,Kentucky Mental Health Care,kentuckymentalhealth.com,http://kentuckymentalhealth.com/,(502) 233-3030,9160707147478184474,2.7,58,0
mental health case management Louisville KY,organic,local_pack,2,4,Life Management Inc,lifemanagementclinic.yolasite.com,http://www.lifemanagementclinic.yolasite.com/,(502) 419-5605,6281920571881912555,4.2,10,0
mental health case management Louisville KY,organic,local_pack,3,5,"Best Life Mental Health Services, LLC. - Baxter Ave.",bestlifelouisville.com,https://www.bestlifelouisville.com/,(502) 333-9466,2396202440385873287,5,1,0
mental health case management Louisville KY,organic,organic,3,6,Case Management for Mentally Ill Patients - Wellspring,wellspringky.org,https://wellspringky.org/case-management/,,,,,0
mental health case management Louisville KY,organic,organic,4,7,Community Mental Health Services,louisvilleky.gov,https://louisvilleky.gov/government/health-wellness/community-mental-health-services,,,,,0
mental health case management Louisville KY,organic,organic,5,8,Case Management,kentuckymentalhealth.com,https://kentuckymentalhealth.com/virtual-waiting-rooms/case-management/,,,,,0
mental health case management Louisville KY,organic,organic,6,9,"case management programs in Louisville, ky",findhelp.org,https://www.findhelp.org/care/case-management--louisville-ky,,,,,0
mental health case management Louisville KY,organic,organic,7,10,Counseling Services - Family Health Centers,fhclouisville.org,https://www.fhclouisville.org/health_services/counseling-services/,,,,,0
mental health case management Louisville KY,organic,organic,8,11,Mental and Behavioral Health | Louisville KY,uoflhealth.org,https://uoflhealth.org/services/mental-and-behavioral-health/,,,,,0
mental health case management Louisville KY,organic,organic,9,12,"Targeted Case Management in Louisville, KY",peacefulsc.com,https://peacefulsc.com/targeted-case-management,,,,,0
mental health case management Louisville KY,organic,organic,10,13,Behavioral Medicine Services - Louisville,nortonhealthcare.com,https://nortonhealthcare.com/services-and-conditions/behavioral-health/services/,,,,,0
mental health case management Louisville KY,organic,organic,11,16,Case Manager,sevencounties.org,https://sevencounties.org/glossary/case-manager/,,,,,0
mental health case management Louisville KY,organic,organic,12,17,Mental and Behavioral Health | Louisville KY,uoflhealth.org,https://uoflhealth.org/services/mental-and-behavioral-health/,,,,,0
mental health case management Louisville KY,organic,organic,13,18,"Behavioral Health Case Management Jobs Louisville, KY",ziprecruiter.com,"https://www.ziprecruiter.com/Jobs/Behavioral-Health-Case-Management/-in-Louisville,KY",,,,,0
mental health case management Louisville KY,organic,organic,14,19,Counseling Services - Family Health Centers,fhclouisville.org,https://www.fhclouisville.org/health_services/counseling-services/,,,,,0
mental health case management Louisville KY,organic,organic,15,20,Community Mental Health Services,louisvilleky.gov,https://louisvilleky.gov/government/health-wellness/community-mental-health-services,,,,,0
mental health case management Louisville KY,organic,organic,16,21,"Behavioral health case manager jobs in Louisville, KY",indeed.com,"https://www.indeed.com/q-behavioral-health-case-manager-l-louisville,-ky-jobs.html",,,,,0
mental health case management Louisville KY,organic,organic,17,22,"Therapy & Psychiatry in Louisville, KY - 100 Executive Park",lifestance.com,https://lifestance.com/location/louisville-ky-100-executive-park/,,,,,0
mental health case management Louisville KY,organic,organic,18,23,"Behavioral Health in Louisville, KY | GetWell Network",getwellhealthsystem.com,https://www.getwellhealthsystem.com/locations/louisville/behavioral-health/,,,,,0
mental health case management Louisville KY,organic,organic,19,24,Online Counseling & Telehealth | Louisville,mindsightbehavioral.com,https://www.mindsightbehavioral.com/counseling-louisville-ky,,,,,0
mental health case management Louisville KY,organic,organic,20,25,"Targeted Case Management in Louisville, KY",peacefulsc.com,https://peacefulsc.com/targeted-case-management,,,,,0
in home therapy Louisville KY,organic,organic,1,1,In-Home,stepstoneyouth.com,https://www.stepstoneyouth.com/family-and-youth-services/in-home/,,,,,0
in home therapy Louisville KY,organic,organic,2,2,In-Home Physical Therapy - Baptist Health,baptisthealth.com,https://www.baptisthealth.com/care-services/services/home-care/services/therapy-and-rehabilitation/inhome-physical-therapy,,,,,0
in home therapy Louisville KY,organic,organic,3,3,Kentuckiana Mobile Therapy | private physical therapy ...,kentuckianamobiletherapy.com,https://www.kentuckianamobiletherapy.com/,,,,,0
in home therapy Louisville KY,organic,organic,4,4,Haven Family Counseling,boysandgirlshaven.org,https://boysandgirlshaven.org/programs/haven-family-counseling/,,,,,0
in home therapy Louisville KY,organic,organic,5,5,"Adoration Home Health - Louisville, Kentucky - Hurstbourne",adorationhealth.com,https://adorationhealth.com/location/home-health-louisville-kentucky-hurstbourne/,,,,,0
in home therapy Louisville KY,organic,organic,6,6,"Home health care | Norton Healthcare Louisville, Ky.",nortonhealthcare.com,https://nortonhealthcare.com/services-and-conditions/home-health-care/,,,,,0
in home therapy Louisville KY,organic,organic,7,7,"TOP 10 BEST In Home Physical Therapy in Louisville, KY",yelp.com,https://www.yelp.com/search?find_desc=In+Home+Physical+Therapy&find_loc=Louisville%2C+KY,,,,,0
in home therapy Louisville KY,organic,organic,8,8,"Home Away from Home Therapeutic Center (HAHTC), LLC ...",shaquilla-cooper.clientsecure.me,https://shaquilla-cooper.clientsecure.me/,,,,,0
in home therapy Louisville KY,organic,organic,9,9,"Mobile Physical & Occupational Therapy in Jeffersonville, IN",holsmanpt.com,https://www.holsmanpt.com/Services/Mobile-Physical-Occupational-Therapy-in-Jeffersonville-IN-Holsman-PT/a~9772--c~487451/article.html,,,,,0
in home therapy Louisville KY,organic,local_pack,1,10,Kentuckiana Mobile Therapy,kentuckianamobiletherapy.com,http://www.kentuckianamobiletherapy.com/,(502) 500-8384,6390240326789384844,5,43,0
in home therapy Louisville KY,organic,local_pack,2,11,Step By Step Family Services,stepbystepfamilyservices.org,https://stepbystepfamilyservices.org/,(502) 353-0090,17845233296459814959,5,1,0
in home therapy Louisville KY,organic,local_pack,3,12,Evolved Counseling,evolvedcounselingcenter.com,https://evolvedcounselingcenter.com/,(502) 689-9952,722961778310681613,4.6,67,0
in home therapy Louisville KY,organic,organic,10,13,Home Care Therapy and Rehabilitation - Baptist Health,baptisthealth.com,https://www.baptisthealth.com/care-services/services/home-care/services/therapy-and-rehabilitation,,,,,0
in home therapy Louisville KY,organic,organic,11,15,"Licensed Therapists Louisville, KY | Mental Health Counseling",innovativefamilytherapy.com,https://innovativefamilytherapy.com/,,,,,0
in home therapy Louisville KY,organic,organic,12,16,Community Mental Health Services,louisvilleky.gov,https://louisvilleky.gov/government/health-wellness/community-mental-health-services,,,,,0
in home therapy Louisville KY,organic,organic,13,17,Louisville Mental Health Group: Mental Health Clinic In ...,louisvillementalhealth.org,https://louisvillementalhealth.org/,,,,,1
in home therapy Louisville KY,organic,organic,14,18,"Adoration Home Health - Louisville, Kentucky - Hurstbourne",adorationhealth.com,https://adorationhealth.com/location/home-health-louisville-kentucky-hurstbourne/,,,,,0
in home therapy Louisville KY,organic,organic,15,19,"Home Healthcare for Seniors - Louisville, KY",centerwell.com,https://www.centerwell.com/find-care/home-health/location?location=CenterWell%20Home%20Health%20-%20Louisville&hcode=H072,,,,,0
in home therapy Louisville KY,organic,organic,16,20,Wise Mind Behavioral Health,wisemindbehavioralhealth.com,http://wisemindbehavioralhealth.com/,,,,,0
in home therapy Louisville KY,organic,organic,17,21,Kentuckiana Mobile Therapy | private physical therapy ...,kentuckianamobiletherapy.com,https://www.kentuckianamobiletherapy.com/,,,,,0
in home therapy Louisville KY,organic,organic,18,22,Telehealth Psychiatrists and Behavioral Health Specialists,nortonhealthcare.com,https://nortonhealthcare.com/services-and-conditions/behavioral-health/specialists/,,,,,0
in home therapy Louisville KY,organic,organic,19,23,"Adoption, Foster Care & Mental Health Services | Louisville ...",theomnifamily.com,https://theomnifamily.com/locations/kentucky/louisville/,,,,,0
in home therapy Louisville KY,organic,organic,20,24,Heartwood Therapy Place | Strengthening Your Mental Health,heartwoodtherapyplace.com,https://heartwoodtherapyplace.com/,,,,,0
individual therapy Louisville KY,organic_mobile,organic,1,2,"Individual Therapy Louisville, KY | Trained Psychologists",louisvillegracepsychological.com,https://louisvillegracepsychological.com/individual-therapy/,,,,,0
individual therapy Louisville KY,organic_mobile,organic,2,3,"Individual Therapy | Creative Family Counseling, Therapy in Louisville, KY",creativefamilycounseling.org,https://creativefamilycounseling.org/individual-therapy/,,,,,0
individual therapy Louisville KY,organic_mobile,organic,3,4,Northstar Counseling Center,northstarcounselingcenter.com,https://northstarcounselingcenter.com/,,,,,0
individual therapy Louisville KY,organic_mobile,organic,4,5,"Individual Counseling, Licensed Therapist Louisville KY",newhopecounselingsite.com,https://newhopecounselingsite.com/services/individual-counseling/,,,,,0
individual therapy Louisville KY,organic_mobile,organic,5,6,"Find Therapists & Therapy Clinicians in Louisville, Kentucky",lifestance.com,https://lifestance.com/provider/therapist/ky/louisville/,,,,,0
individual therapy Louisville KY,organic_mobile,organic,6,7,Bridge Counseling & Wellness | Counseling & Therapy Services,bridgemindbody.com,https://www.bridgemindbody.com/,,,,,0
individual therapy Louisville KY,organic_mobile,organic,7,8,"Licensed Therapists Louisville, KY | Mental Health Counseling",innovativefamilytherapy.com,https://innovativefamilytherapy.com/,,,,,0
individual therapy Louisville KY,organic_mobile,organic,8,9,Counseling Resources,namilouisville.org,https://namilouisville.org/counseling-resources,,,,,0
individual therapy Louisville KY,organic_mobile,organic,9,10,"Therapist in Louisville, KY | Michael A. RoBards, LCSW",michaelarobards.com,https://www.michaelarobards.com/,,,,,0
in home therapy Louisville KY,local_finder,local_pack,1,1,Kentuckiana Mobile Therapy,kentuckianamobiletherapy.com,http://www.kentuckianamobiletherapy.com/,(502) 500-8384,6390240326789384844,5,43,0
in home therapy Louisville KY,local_finder,local_pack,2,2,Step By Step Family Services,stepbystepfamilyservices.org,https://stepbystepfamilyservices.org/,(502) 353-0090,17845233296459814959,5,1,0
in home therapy Louisville KY,local_finder,local_pack,3,3,Evolved Counseling,evolvedcounselingcenter.com,https://evolvedcounselingcenter.com/,(502) 689-9952,722961778310681613,4.6,67,0
in home therapy Louisville KY,local_finder,local_pack,4,4,Option to Success Family Services,optiontosuccess.org,https://optiontosuccess.org/,(502) 384-0091,5056378632107347690,5,1,0
in home therapy Louisville KY,local_finder,local_pack,5,5,CenterWell Home Health,centerwell.com,https://www.centerwell.com/find-care/home-health/location?location=CenterWell%20Home%20Health%20-%20Louisville&hcode=H072&utm_source=Organic&utm_campaign=GBP,(502) 895-4213,15831214902611061865,4.7,87,0
in home therapy Louisville KY,local_finder,local_pack,6,6,Corner of Hope Recovery Center,thelordskitchen.com,https://www.thelordskitchen.com/corner-of-hope-home,(502) 413-0102,1552188831527627120,4.8,4,0
in home therapy Louisville KY,local_finder,local_pack,7,7,"Home Away from Home Therapeutic Center, LLC",hahtcllc.org,http://www.hahtcllc.org/,(502) 653-9732,11061196001964653550,,,0
in home therapy Louisville KY,local_finder,local_pack,8,8,Louisville Center for Therapy and Personal Sustainability,lctps.org,http://www.lctps.org/,(502) 694-0919,18341569579325599505,5,20,0
in home therapy Louisville KY,local_finder,local_pack,9,9,Louisville Health & Healing,louisvillehealthandhealing.com,http://louisvillehealthandhealing.com/,(502) 472-7293,3518303045403584482,4.5,24,0
in home therapy Louisville KY,local_finder,local_pack,10,10,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,(855) 591-0092,12572663660737329637,4.6,605,0
in home therapy Louisville KY,local_finder,local_pack,11,11,Bridge Counseling and Wellness,bridgemindbody.com,http://www.bridgemindbody.com/,(502) 694-9488,4593127249481427181,4.3,20,0
in home therapy Louisville KY,local_finder,local_pack,12,12,Home of the Innocents,homeoftheinnocents.org,http://www.homeoftheinnocents.org/,(502) 596-1000,5455356961015939898,4.3,321,0
in home therapy Louisville KY,local_finder,local_pack,13,13,"Best Life Mental Health Services, LLC. - Baxter Ave.",bestlifelouisville.com,https://www.bestlifelouisville.com/,(502) 333-9466,2396202440385873287,5,1,0
in home therapy Louisville KY,local_finder,local_pack,14,14,Choose Hope,choosehopellc.org,https://www.choosehopellc.org/,(502) 882-1238,12705673583316920498,4.7,14,0
in home therapy Louisville KY,local_finder,local_pack,15,15,Associates in Pediatric Therapy - St Matthews,kidtherapy.org,https://kidtherapy.org/locations/st-matthews-pediatric-therapy/,(502) 293-1695,12803009750775732610,4.8,45,0
in home therapy Louisville KY,local_finder,local_pack,16,16,Blue Moon Therapy,bluemoontherapygroup.com,https://www.bluemoontherapygroup.com/,(502) 836-0759,3281283209690975545,4.5,13,0
in home therapy Louisville KY,local_finder,local_pack,17,17,Rehab Counseling Therapy,sober-initiative.com,https://www.sober-initiative.com/?#louisville,(502) 632-6878,17690092642257558595,5,1,0
in home therapy Louisville KY,local_finder,local_pack,18,18,Mandala House,mandalalouisville.com,http://www.mandalalouisville.com/,(502) 309-2408,7338947767413929926,4,50,0
in home therapy Louisville KY,local_finder,local_pack,19,19,"Best Life Mental Health Services, LLC. - Dupont Circle",bestlifelouisville.com,http://bestlifelouisville.com/,(502) 333-9466,9971473340962041837,4.6,9,0
in home therapy Louisville KY,local_finder,local_pack,20,20,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,(502) 289-6746,12344539005794056131,5,2,0
child therapy Louisville KY,organic,local_pack,1,1,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,(855) 591-0092,12572663660737329637,4.6,605,0
child therapy Louisville KY,organic,local_pack,2,2,Family & Childrens Mental Health,,,(502) 561-1112,11781362370382299607,4.3,20,0
child therapy Louisville KY,organic,local_pack,3,3,Kids Center for Pediatric Therapies (Central Campus),kidscenterky.org,https://www.kidscenterky.org/,(502) 635-6397,15969814326789778217,4.8,52,0
child therapy Louisville KY,organic,organic,1,4,"Therapy for Kids, Child Therapist, ...",creativefamilycounseling.org,https://creativefamilycounseling.org/therapy-for-kids/,,,,,0
child therapy Louisville KY,organic,organic,2,5,"Pediatric Psychology in Louisville, KY - ProviderMatch",providers.nortonchildrens.com,https://providers.nortonchildrens.com/specialty/Pediatric%20Psychology/near/Louisville%2C%20KY?page=1,,,,,0
child therapy Louisville KY,organic,organic,3,6,"Child Therapist Louisville, KY | Counseling for Kids",innovativefamilytherapy.com,https://innovativefamilytherapy.com/louisville-child-therapist/,,,,,0
child therapy Louisville KY,organic,organic,4,7,"Child Psychologist Louisville, KY | Counseling Louisville, KY",wrightchildpsychology.com,https://www.wrightchildpsychology.com/,,,,,0
child therapy Louisville KY,organic,organic,5,8,Therapy for Kids | Child Therapist in Louisville,meridianbhservices.com,https://meridianbhservices.com/therapy-for-kids/,,,,,0
child therapy Louisville KY,organic,organic,6,9,Behavioral Health Services,sjkids.org,https://sjkids.org/behavioral-health-services/,,,,,0
child therapy Louisville KY,organic,organic,7,10,Brock Family Therapy Center | Louisville Family Therapy and ...,brockfamilytherapycenter.com,https://www.brockfamilytherapycenter.com/,,,,,0
child therapy Louisville KY,organic,organic,8,11,"Pediatric Therapy in Louisville, KY | Speech, ABA & OT",kidtherapy.org,https://kidtherapy.org/locations/louisville-pediatric-therapy/,,,,,0
child therapy Louisville KY,organic,organic,9,12,"Children's Behavioral Health in Louisville, KY",kaplanbarron.com,https://kaplanbarron.com/pediatric-services/behavioral-health-and-behavior-disorders/,,,,,0
child therapy Louisville KY,organic,organic,10,14,"Play Therapist in Louisville, Kentucky",louisvillegracepsychological.com,https://louisvillegracepsychological.com/what-is-play-therapy-and-how-does-it-benefit-children/,,,,,0
child therapy Louisville KY,organic,organic,11,15,The Child Within: Therapist for Young Child in Louisville,childwithintherapy.com,https://www.childwithintherapy.com/,,,,,0
child therapy Louisville KY,organic,organic,12,16,"Child Counseling | Groupworks | Louisville, KY",groupworksky.com,https://groupworksky.com/childcounseling,,,,,0
child therapy Louisville KY,organic,organic,13,17,"Find Child Therapists and Psychologists in Louisville, KY",psychologytoday.com,https://www.psychologytoday.com/us/therapists/ky/louisville?category=children-6-to-10,,,,,0
child therapy Louisville KY,organic,organic,14,18,"Dr. Katie Smith, Psy.D.",drkatiesmith.com,https://drkatiesmith.com/,,,,,0
child therapy Louisville KY,organic,organic,15,19,"Creative Family Counseling | Child, Teen & Family Therapists ...",creativefamilycounseling.org,https://creativefamilycounseling.org/,,,,,0
child therapy Louisville KY,organic,organic,16,20,Kristen Justice - Child therapist,kristenjusticecounseling.com,https://www.kristenjusticecounseling.com/,,,,,0
child therapy Louisville KY,organic,organic,17,21,Kids Center for Pediatric Therapies | Louisville KY,facebook.com,https://www.facebook.com/KidsCenterKY/,,,,,0
child therapy Louisville KY,organic,organic,18,22,Children,themortoncenter.org,https://themortoncenter.org/children/,,,,,0
child therapy Louisville KY,organic,organic,19,23,FUNctional Therapy - Pediatric (& Adult) Occupational ...,funtherapyky.com,https://www.funtherapyky.com/,,,,,0
community based mental health services Louisville KY,organic,organic,1,1,"Seven Counties Services | Mental Health, Addiction Recovery ...",sevencounties.org,https://sevencounties.org/,,,,,0
community based mental health services Louisville KY,organic,local_pack,1,2,Mental Health Lou & You,mentalhealthlou.com,http://www.mentalhealthlou.com/,(502) 806-8816,16955168078421412636,5,1,0
community based mental health services Louisville KY,organic,local_pack,2,3,"Best Life Mental Health Services, LLC. - Baxter Ave.",bestlifelouisville.com,https://www.bestlifelouisville.com/,(502) 333-9466,2396202440385873287,5,1,0
community based mental health services Louisville KY,organic,local_pack,3,4,Louisville Center for Therapy and Personal Sustainability,lctps.org,http://www.lctps.org/,(502) 694-0919,18341569579325599505,5,20,0
community based mental health services Louisville KY,organic,organic,2,5,Community Mental Health Services,louisvilleky.gov,https://louisvilleky.gov/government/health-wellness/community-mental-health-services,,,,,0
community based mental health services Louisville KY,organic,organic,3,6,Louisville Mental Health Group: Mental Health Clinic In ...,louisvillementalhealth.org,https://louisvillementalhealth.org/,,,,,1
community based mental health services Louisville KY,organic,organic,4,7,Mental and Behavioral Health | Louisville KY,uoflhealth.org,https://uoflhealth.org/services/mental-and-behavioral-health/,,,,,0
community based mental health services Louisville KY,organic,organic,5,8,Kentucky Mental Health Care – Psychiatry | Therapy ...,kentuckymentalhealth.com,https://kentuckymentalhealth.com/,,,,,0
community based mental health services Louisville KY,organic,organic,6,9,Counseling Services - Family Health Centers,fhclouisville.org,https://www.fhclouisville.org/health_services/counseling-services/,,,,,0
community based mental health services Louisville KY,organic,organic,7,10,Seven Counties Services - Child & Family West Office,findhelpnow.org,https://findhelpnow.org/ky/facilities/UHVibGljRmFjaWxpdHlOb2RlOjMwNTA=,,,,,0
community based mental health services Louisville KY,organic,organic,8,11,Kentucky and Indiana Mental Health Care,nortonhealthcare.com,https://nortonhealthcare.com/services-and-conditions/behavioral-health/,,,,,0
community based mental health services Louisville KY,organic,organic,9,12,"Mental Health Lou – Louisville, KY",mentalhealthlou.com,https://www.mentalhealthlou.com/,,,,,0
community based mental health services Louisville KY,organic,organic,10,13,"For 50 years, Seven Counties Services has helped ...",facebook.com,https://www.facebook.com/MayorCraigGreenberg/posts/for-50-years-seven-counties-services-has-helped-thousands-in-louisville-find-hop/1115468620684072/,,,,,0
community based mental health services Louisville KY,organic,organic,11,15,"Louisville – Online & In-Person Therapy for Couples, ...",meridianbhservices.com,https://meridianbhservices.com/locations/kentucky/louisville/,,,,,0
community based mental health services Louisville KY,organic,organic,12,16,Creative Spirits Behavioral Health: Mental Health Services ...,creativespiritsonline.com,https://www.creativespiritsonline.com/,,,,,0
community based mental health services Louisville KY,organic,organic,13,17,Adult Mental Health Community-Based Services,sevencounties.org,https://sevencounties.org/mental-health/adult-mental-health-community-based-services/,,,,,0
